Id,Date
1499,2005-11-08
1500,2005-11-04
1501,2005-11-11
1502,2005-11-10
1503,2005-11-07
1504,2005-11-12
1505,2005-11-09
1506,2005-10-29
1507,2005-11-01
1508,2005-11-02
1509,2005-10-30
1510,2005-10-31
1511,2005-10-28
1512,2005-11-03
1513,2005-10-19
1514,2005-10-11
1515,2005-10-16
1516,2005-10-08
1517,2005-10-14
1518,2005-10-26
1519,2005-10-09
1520,2005-10-24
1521,2005-10-07
1522,2005-10-13
1523,2005-10-22
1524,2005-10-17
1525,2005-10-10
1526,2005-10-21
1527,2005-10-15
1528,2005-10-18
1529,2005-10-12
1530,2005-10-23
1531,2005-10-20
1532,2005-10-25
1533,2005-10-27
1534,2005-10-06
1535,2005-10-05
1536,2005-10-02
1537,2005-09-24
1538,2005-09-28
1539,2005-09-26
1540,2005-09-29
1541,2005-09-30
1542,2005-10-03
1543,2005-09-25
1544,2005-10-04
1545,2005-09-27
1546,2005-09-23
1547,2005-10-01
